Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
6;/film/tasio/;115502.0;Tasio;1.916;6.5;1984-09-21;95.0;Spain;en;0.0;0.0;['Drama'];['Montxo Armendáriz'];[2];['Patxi Bisquert', 'José María Asín', 'Enrique Goicoechea', 'Paco Hernández', 'Amaia Lasa', 'Nacho Martínez', 'Miguel Rellán'];[];[];[];The childhood, love adventures, and ordinary life of Tasio, a coal maker in rural Navarre.
6;/film/the-iron-mask/;79761.0;The Iron Mask;1.926;6.8;1929-02-21;103.0;United States of America;en;0.0;3270000.0;['Action', 'Drama', 'History', 'Adventure'];['Allan Dwan'];[2];['Douglas Fairbanks', 'Belle Bennett', 'Marguerite De La Motte', 'Dorothy Revier', 'Vera Lewis', 'Rolfe Sedan', 'William Bakewell', 'Nigel De Brulier', 'Lon Poff', 'Charles Stevens', 'Henry Otto', 'Léon Bary', 'Tiny Sandford', 'Gino Corrado', 'Ullrich Haupt'];[];[];[];King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. Alas, keeping the secret means sending Constance, lover of D'Artagnan, off to a convent. D'Artagnan hears of this and rallies the Musketeers in a bid to rescue her. Unfortunately, Richelieu out-smarts the Musketeers and banishes them forever.
6;/film/the-names-of-christ-2010/;294433.0;The Names of Christ;0.68;6.25;2010-11-05;193.0;Spain;ca;0.0;0.0;['TV Movie', 'Comedy'];['Albert Serra'];[2];['Román Bayarri', 'Nanu Ferrari', 'Jordi Pau Costa', 'Montse Triola', 'Victòria Aragonés', 'Gerard Teixidor', 'Lluís Carbó', 'Lluís Serrat', 'Albert Serra'];[];['Àngel Martín'];['Jimmy Gimferrer'];"Episodic film, divided into 14 chapters, based on the play De los nombres de Cristo (1586), by Fray Luis de Leon and intended for exhibition ""Are You Ready for TV?"". Filmed partly in the rooms of MACBA (Museu d'Art Contemporani de Barcelona), is about the difficulty of naming or visually represent abstract concepts."
6;/film/the-search-for-emak-bakia/;168403.0;The Search for Emak Bakia;0.66;6.3;2012-04-17;83.0;Spain;eu;0.0;0.0;['Documentary'];['Oskar Alegria'];[2];[];['Oskar Alegria'];['Oskar Alegria'];[];The documentary narrates the search for the house called Emak Bakia, near the coast of Lapurdi, where 83 years before the artist Man Ray made a picture where he set the rules for avant-garde cinema in the 1920s.
5;/film/red-fish/;114745.0;Red Fish;1.235;6.5;1955-09-12;100.0;Spain;es;0.0;0.0;['Drama', 'Thriller'];['José Antonio Nieves Conde'];[2];['Arturo de Córdova', 'Emma Penella', 'Félix Dafauce', 'Pilar Soler', 'Félix Acaso', 'Manuel de Juan', 'María de las Rivas', 'Montserrat Blanch', 'Carmen Pastor', 'Ángel Álvarez', 'Luis Roses', 'Julio Goróstegui', 'Manuel Guitián', 'Joaquín Bergía', 'Rafael Calvo Revilla', 'Antonio Moreno', 'Juan Olaguivel', 'José G. Rey', 'Mike Brendel', 'Rafael Cortés', 'Juan Cazalilla'];[];['Margarita Ochoa'];['Francisco Sempere'];Ivón, a chorus girl, and Hugo, a failed writer, arrive at a seaside hotel on a stormy night, along with Carlos, Hugo's 19-year-old son. When they decide to lean over the cliffs of the coast to observe the wild dance of the turbulent waves down below, an unexpected event tragically happens.
5;/film/the-steel-trap/;31559.0;The Steel Trap;1.701;6.4;1952-11-12;85.0;United States of America;en;0.0;0.0;['Thriller'];['Andrew L. Stone'];[2];['Joseph Cotten', 'Teresa Wright', 'Jonathan Hale', 'Walter Sande', 'Eddie Marr', 'Carleton Young', 'Katherine Warren', 'Tom Powers', 'Stephanie King', 'Aline Towne', 'Hugh Sanders', 'Marjorie Stapp', 'William Hudson', 'Marjorie Bennett', 'Benny Burt', 'Franklyn Farnum', 'Cosmo Sardo', 'Bert Stevens'];['Andrew L. Stone'];['Otto Ludwig'];['Ernest Laszlo'];Joseph Cotten plays an assistant bank manager who steals $1,000,000 from the safe late on a Friday and then plans to flee to Brazil over the weekend.
5;/film/the-wrestler-and-the-clown/;47472.0;The Wrestler and the Clown;0.803;6.6;1957-12-09;95.0;Soviet Union;ru;0.0;0.0;['Drama'];['Boris Barnet', 'Konstantin Yudin'];[2, 2];['Stanislav Chekan', 'Yuri Medvedev', 'Iya Arepina', 'Boris Petker', 'Leonid Topchiyev', 'Tamara Loginova', 'Georgiy Vitsin', 'Kyunna Ignatova', 'Stepan Kayukov', 'Grigoriy Shpigel', 'Anatoliy Solovyov', 'Grigori Abrokosov', 'Vladimir Muravyov', 'Maya Kazakova', 'Polina Nyatko', 'Alexander Alexandrovich Mikhailov'];[];['Tatyana Zinchuk'];['Sergei Poluyanov'];It's a story about two of the most famous russian personages. They become friends, and then go along on the path of glory in parallel.
5;/film/almost-a-man/;204179.0;Almost a Man;1.4;6.9;1966-09-22;93.0;France;it;0.0;0.0;['Drama'];['Vittorio De Seta'];[2];['Jacques Perrin', 'Lea Padovani', 'Ilaria Occhini', 'Gianni Garko', 'Rosemary Dexter', 'Pier Paolo Capponi', 'Francesca De Seta', 'Kitty Swan', 'Ivan Rassimov', 'Anny Degli Uberti', 'Renato Montalbano'];['Fabio Carpi', 'Vittorio De Seta', 'Vera Gherarducci'];['Fernanda Papa'];['Dario Di Palma'];A young writer descends into madness. Alienated, neurotic, and plagued by guilt, Michele retreats from reality, loses interest in work, and comes to the brink of suicide before being sent to an asylum for shock therapy. Escaping from the asylum, Michele returns to his boyhood home, where he learns the reasons for his present mental state.
5;/film/american-dreams-lost-and-found/;139185.0;American Dreams (Lost and Found);1.096;7.2;1984-03-05;55.0;Canada;en;0.0;0.0;['Documentary'];['James Benning'];[2];[];[];[];[];Scrolling excerpts from the diary of George Wallace's would-be assassin Arthur Bremer at screen bottom, Hank Aaron cards and ephemera from his entire career up top, and alternating audio clips of popular songs and highlights from the news throughout Aaron's career.
5;/film/angelus-2000/;22075.0;Angelus;1.796;5.9;2001-11-02;103.0;Poland;pl;0.0;0.0;['Drama', 'Comedy'];['Lech Majewski'];[2];['Jan Siodlaczek', 'Pawel Steinert', 'Jacenty Jędrusik', 'Malgorzata Madejowska', 'Marian Makula', 'Andrzej Mastalerz', 'Elżbieta Okupska', 'Andrzej Skupinski', 'Jan Bógdoł', 'Tadeusz Plawecki', 'Daniel Skowronek', 'Grzegorz Stasiak', 'Malgorzata Gadecka', 'Barbara Swies', 'Ruta Kubac', 'Jan Skrzek', 'Adam Kopciuszewski', 'Adam Baumann', 'Kazimierz Krzaczkowski', 'Krzysztof Misiurkiewicz', 'Ryszard Zaorski', 'Sandra Skowronek', 'Magdalena Krzciuk', 'Grzegorz Stankowski', 'Piotr Wisiorek', 'Helena Jarek', 'Andrzej Chlapecki', 'Jacek Borusiński', 'Aleksandra Margiciok', 'Jan Stacha', 'Erwin Sówka', 'Izabela Malik', 'Adam Czasak', 'Boleslaw Majewski', 'Witold Siwinski', 'Weronika Rychlik', 'Ryszard Koszczyk', 'Bernard Biczkowski', 'Józef Handzlik', 'Henryk Rychlik', 'Dominik Szewczyk', 'Arkadiusz Paz', 'Józef Aniol', 'Barbara Białowąs', 'Monika Budny', 'Roksana Krzemińska', 'Joanna Litwin', 'Beata Ostarek', 'Barbara Sosnierz', 'Zygmunt Biernat', 'Lucjan Czerny', 'Bogdan Kalus', 'Witold Kielbassa', 'Piotr Mioduszewski', 'Jan Walkowiak', 'Tomasz Zaród', 'Józefa Straczkowska', 'Wiesław Kupczak', 'Wladyslaw Przybek', 'Alicja Bury', 'Elzbieta Koziel', 'Klara Atere', 'Magda Chalupka', 'Joanna Kurek', 'Joanna Pawinska', 'Magda Janota', 'Kasia Nosalik', 'Pawel Wisiorek', 'Wincenty Grabarczyk'];['Lech Majewski', 'Bronislaw Maj', 'Ireneusz Siwinski'];['Eliot Ems'];['Adam Sikora'];A commune built around the pursuit of spiritual perfection through the occult begins to see its prophecies come true.
5;/film/arch-of-triumph/;40985.0;Arch of Triumph;2.484;5.9;1948-02-17;133.0;United States of America;en;0.0;0.0;['Drama', 'Romance'];['Lewis Milestone'];[2];['Ingrid Bergman', 'Charles Boyer', 'Charles Laughton', 'Louis Calhern', 'Ruth Warrick', 'Roman Bohnen', 'J. Edward Bromberg', 'Ruth Nelson', 'Stephen Bekassy', 'Curt Bois', 'Art Smith', 'Michael Romanoff', 'Bess Flowers', 'Byron Foulger', 'Fay Wall', 'William Conrad', 'Gino Corrado', 'Manuel París', 'Irene Ryan', 'William Yetter Sr.'];['Lewis Milestone', 'Harry Brown'];['Duncan Mansfield'];['Russell Metty'];In the winter of 1938, Paris is crowded with refugees from the Nazis, who live in the black shadows of night, trying to evade deportation. One such is Dr. Ravic, who practices medicine illegally and stalks his old Nazi enemy Haake with murder in mind. One rainy night, Ravic meets Joan Madou, a kept woman cast adrift by her lover's sudden death. Against Ravic's better judgment, they become involved in a doomed affair.
5;/film/avant-petalos-grillados/;286719.0;Avant Pétalos Grillados;0.6;3.7;2006-01-01;10.0;Spain;en;0.0;0.0;['Science Fiction'];['Velasco Broca'];[2];['Arthur Rowshan', 'Silvio Samuel Saviour', 'Iván Rivera', 'Antonio Ruiz Montero', 'Juan Benito', 'Juan Romero'];[];[];[];The story tells of an extraterrestrial invasion in which the aliens kidnap bodybuilders for reasons that escape our understanding.
5;/film/black-sky/;80481.0;Black Sky;1.903;6.111;1951-07-09;93.0;Spain;es;0.0;0.0;['Drama'];['Manuel Mur Oti'];[2];['Susana Canales', 'Fernando Rey', 'Luis Prendes', 'Teresa Cazal', 'Vicente Soler', 'Porfiria Sanchíz', 'Julia Caba Alba', 'Inés Pérez Indarte', 'Mónica Pastrana', 'Francisco Pierrá', 'Rafael Bardem', 'Manuel Arbó', 'Casimiro Hurtado', 'Antonio Riquelme', 'Raúl Cancio', 'José Isbert', 'Ramón Martori', 'Manolo Morán', 'Nicolás D. Perchicot'];['Manuel Mur Oti'];['Antonio Gimeno'];['Manuel Berenguer'];A woman who works as employee in a fashion store has to care for her ill mother. At the same time she falls in love with a bohemian man.
5;/film/broken-silence-2001/;115504.0;Broken Silence;1.868;5.6;2001-04-27;110.0;Spain;es;0.0;0.0;['Drama'];['Montxo Armendáriz'];[2];['Lucía Jiménez', 'Juan Diego Botto', 'Mercedes Sampietro', 'Álvaro de Luna', 'María Botto', 'Rubén Ochandiano', 'María Vázquez'];[];['Rosario Sáinz de Rozas'];['Guillermo Navarro'];"Winter, 1944. Lucía at 21 returns to her small village in the mountains. She again meets Manuel, a young iron-smith who helps ""those in the mountain"", the ""maquis"", the anti-Franco resistance. Lucía is attracted to Manual, because of his smile and the bravery of those men who continue fighting for their ideas, even at the cost of their own lives. When Manuel is pursued (by Franco's Civil Guard) he flees to the mountain and Lucía discovers the reality of political repression, the silence, the horror and fear."
5;/film/come-back-africa/;86413.0;Come Back, Africa;2.245;6.7;1959-09-01;95.0;South Africa;en;70000.0;0.0;['Documentary', 'Drama'];['Lionel Rogosin'];[2];['Miriam Makeba', 'Vinah Makeba', 'Zachria Makeba', 'Molly Parkin'];[];['Carl Lerner', 'Hugh A. Robertson'];[];Come Back, Africa chronicles the life of Zachariah, a black South African living under the rule of the harsh apartheid government in 1959.
5;/film/coming-attractions/;217728.0;Coming Attractions;0.6;6.2;2010-09-03;25.0;Austria;de;0.0;0.0;[];['Peter Tscherkassky'];[2];[];[];['Peter Tscherkassky', 'Eve Heller'];[];A film woven around the idea that between early cinema and avant-garde film exists a connection.
5;/film/corruption-1963/;142982.0;Corruption;1.236;7.594;1963-11-22;82.0;Italy;it;0.0;0.0;['Drama'];['Mauro Bolognini'];[2];['Alain Cuny', 'Rosanna Schiaffino', 'Jacques Perrin', 'Isa Miranda', 'Filippo Scelzo', 'Ennio Balbo', 'Anna Glori', 'Wando Tres', 'Marcella Valeri', 'Bruno Cattaneo', 'Marcello Simoni', 'Renato Montalbano'];['Fulvio Gicca Palli', 'Ugo Liberatore'];['Nino Baragli'];['Leonida Barboni'];Stefano is a shy and sensitive teenager who has just completed his studies in Switzerland and is considering becoming a monk. But his father, a rich Milanese publisher, who had the ambition to see his son succeed him, refuses and takes him on a cruise with a young woman to take this idea out of his mind...
5;/film/cow-lowing-among-ruins/;763560.0;Cow Lowing Among Ruins;1.4;5.0;2020-11-25;90.0;Spain;es;0.0;0.0;['Documentary'];['Ramón Lluís Bande'];[2];['Nacho Vegas'];[];[];[];“Together we lived the revolutionary experience of these last years. Together we took up arms in October. Together we suffered the bloody blows of the repression. As class brothers we rose up to crush the criminal uprising caused by the most rotten part of the Spanish reaction”. A story of the Sovereign Council of Asturias and Leon (August 24 – October 21, 1937).
5;/film/dyn-amo/;162419.0;Dyn Amo;0.92;6.9;1972-06-27;120.0;United Kingdom;en;0.0;0.0;['Drama'];['Stephen Dwoskin'];[2];['Jenny Runacre', 'Pat Ford', 'Catherine Kessler', 'Linda Marlowe', 'Malcolm Kaye', 'John Grillo', 'Andrew Carr', 'Derek Paget'];[];['Stephen Dwoskin'];[];"'Dyn Amo' is a 'drama' exploring the distinction between a person's self and his projection of that self to others; and it's a 'horror movie' tragically suggesting how a projection can become more substantial than the self behind it. Its subjects are role-playing (especially sexual role-playing), and the masochism of playing a role that conforms to others' exploitative interests."
5;/film/el-camino-1964/;362774.0;El camino;1.836;6.9;1964-01-01;91.0;Spain;es;0.0;0.0;['Drama'];['Ana Mariscal'];[1];['Jose Antonio Mejías', 'Maribel Martín', 'Ángel Díaz', 'Jesús Crespo', 'Julia Caba Alba', 'Mary Delgado', 'Mary Paz Pondal', 'Maruchi Fresno', 'Joaquín Roa', 'Antonio Casas', 'Adriano Domínguez', 'José Orjas', 'María Isbert', 'Asunción Balaguer', 'Amparo Gómez Ramos', 'Concha Sánchez', 'Xan das Bolas', 'José Sepúlveda', 'Wilfredo Casado', 'Juan Luis Galiardo', 'Felipe Martín Puertas', 'Manuel Ayuso', 'Félix Corella', 'Agustín Zaragoza', 'Rafael Luis Calvo', 'Ana Mariscal'];['Ana Mariscal', 'José Zamit'];['Juan Pisón'];['Valentín Javier'];Shortly before leaving his small town to go to the big city to study, young Daniel recalls his childhood, surrounded by family and friends.
5;/film/enoch-arden-1911/;483341.0;Enoch Arden;0.6;5.8;1911-06-15;33.0;United States of America;en;0.0;0.0;['Drama'];['D.W. Griffith'];[2];['Wilfred Lucas', 'Linda Arvidson', 'Francis J. Grandon', 'George Nichols', 'Edward Dillon', 'Joseph Graybill', 'Alfred Paget', 'Grace Henderson', 'Jeanie Macpherson', 'Blanche Sweet', 'Robert Harron', 'Florence La Badie', 'Edward Dillon', 'Grace Henderson', 'Jeanie Macpherson'];[];[];['Billy Bitzer'];"Moving Picture World described the film: ""There is a small need to describe this subject as the poem of Lord Tennyson is so well known, so suffice it to say that this Biograph subject is an unusually faithful portrayal of that beautiful romance of Enoch Arden, Annie Lee and Philip Ray, taken in scenes of rare beauty""."
5;/film/kontora/;651944.0;Kontora;1.646;7.2;2021-03-20;145.0;Japan;ja;0.0;0.0;['Drama'];['Anshul Chauhan'];[2];['Wan Marui', 'Hidemasa Mase', 'Taichi Yamada', 'Seira Kojima', 'Takuzo Shimizu', 'Ai Sakauchi'];[];[];['Max Golomidov'];Guided by her grandfather's WWII-era diary, Sora searches for a mysterious trove in the wilderness of her hometown. Meanwhile, a mysterious mute and backward-walking homeless man wanders into town who may be the catalyst to put her shattered relationship with her father back together.
5;/film/occupation-in-26-pictures/;198509.0;Occupation in 26 Pictures;0.6;6.0;1978-06-07;116.0;Yugoslavia;sh;0.0;0.0;['Drama', 'War', 'Romance'];['Lordan Zafranović'];[2];['Frano Lasić', 'Milan Štrljić', 'Tanja Poberžnik', 'Boris Kralj', 'Ivan Klemenc', 'Gordana Pavlov', 'Stevo Žigon', 'Bert Sotlar', 'Marija Kohn', 'Karlo Bulić', 'Zvonko Lepetić', 'Milan Erak', 'Antun Nalis', 'Tanja Bošković', 'Izet Hajdarhodžić', 'Boris Dvornik', 'Dušica Žegarac', 'Milka Podrug-Kokotović', 'Rade Marković', 'Ivica Pajer', 'Milja Vujanović', 'Krunoslav Šarić', 'Zvonimir Rogoz', 'Zorko Rajčić', 'Nicola Morelli', 'Fahro Konjhodžić', 'Zdenko Jelčić', 'Olga Pivac', 'Boštjan Hladnik', 'Ivica Kunej', 'Dragoljub Lazarov', 'Tino Crvelin', 'Milan Plećaš', 'Ena Begović', 'Mirko Boman', 'Vida Jerman', 'Marija Paro', 'Martin Bahmec', 'Zlatko Vranjičan', 'Radomir Relić', 'Šefkija Halilović', 'Baro Kriletić', 'Stanko Bogojević', 'Antun Bačić', 'Ivo Mrčela'];[];[];[];Set in Dubrovnik, this drama chronicles a friendship between three men, that began just before World War II. One of the men is of Italian origin, another is the wealthy heir of a shipping fortune, and the third is the son of a Jewish antique-store owner. Before the war, they are fast friends, enjoying one another's company at carnivals and at a private fencing club. However, when the war comes, the Italians and Germans move in to create the Independent State of Croatia. The Italian friend becomes a fascist and courts and marries the sister of his rich friend. Soon enough, atrocities are being committed, and anyone suspected of Jewish or Serbian parentage or anti-fascist leanings, is killed.
5;/film/on-football/;366742.0;On Football;0.906;5.7;2016-04-21;68.0;Brazil;pt;0.0;0.0;['Drama', 'Documentary'];['Sergio Oksman'];[2];['Ailton Braga', 'Sergio Oksman', 'Simão Oksman'];[];[];['André Brandão'];Sergio and his father, Simão, haven’t seen each other for over 20 years. On the eve of the 2014 World Cup, Sergio returns to his hometown, São Paulo, hoping to watch the games with Simão, as they used to when he was a kid. It seems to be a perfect plan for a father-son reunion: a whole month together, their schedule based on the World Cup calendar. But as the days go by, their relationship starts to wander into unknown territory and their pact to watch the entire tournament together turns into a dangerous ritual…
