Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
24;/film/sir-arnes-treasure/;28526;Sir Arne's Treasure;2.886;7.1;1919-09-18;106;Sweden;sv;0;0;['History', 'Drama'];['Mauritz Stiller'];[2];['Richard Lund', 'Hjalmar Selander', 'Concordia Selander', 'Mary Johnson', 'Wanda Rothgardt', 'Axel Nilsson', 'Erik Stocklassa', 'Bror Berger', 'Gösta Gustafson', 'Stina Berg', 'Gustav Aronson', 'Jenny Öhrström Ebbesen', 'Josua Bengtson', 'Georg Blomstedt', 'Albin Erlandzon', 'Yngve Nyqvist', 'Artur Rolén', 'Herman Lantz', 'Helge Karlsson', 'John Sjölund', 'Torsten Winge', 'Ida Otterström'];['Mauritz Stiller', 'Gustaf Molander'];[];['Julius Jaenzon', 'Gustaf Boge'];Three Scottish officers, including Sir Archi, murder Sir Arne and his household for a coffin filled with gold. The only survivor is Elsalill, who moves to relatives in Marstrand. There she meets a charming young officer- Sir Archi- and she soon understands that he was one of the murderers.
23;/film/shoes/;141923;Shoes;2.274;6.1;1916-06-26;50;United States of America;en;0;0;['Drama'];['Lois Weber'];[1];['Mary MacLaren', 'Harry Griffith', 'Mattie Witting', 'Jessie Arnold', 'William V. Mong', 'Lina Basquette', 'John George', 'Violet Schram'];[];[];['Allen G. Siegler', 'King D. Gray', 'Stephen S. Norton'];A young working girl must support her family on only five dollars a week. The strain of trying to feed, house and clothe her mother, her father and three sisters finally gets to be too much, and she winds up selling her body for a pair of shoes.
22;/film/a-corner-in-wheat/;49270;A Corner in Wheat;4.037;6.269;1909-12-13;14;United States of America;en;0;0;['Drama'];['D.W. Griffith'];[2];"['Frank Powell', 'Grace Henderson', 'James Kirkwood', 'Linda Arvidson', 'W. Chrystie Miller', 'Gladys Egan', 'Henry B. Walthall', 'Kate Bruce', 'William J. Butler', 'Charles Craig', 'Frank Evans', 'Edith Haldeman', 'Robert Harron', 'Ruth Hart', 'Arthur V. Johnson', 'Henry Lehrman', 'Jeanie Macpherson', 'Owen Moore', 'George Nichols', ""Anthony O'Sullivan"", 'Billy Quirk', 'Gertrude Robinson', 'Mack Sennett', 'Blanche Sweet', 'Dorothy West']";[];['James Smith'];['Billy Bitzer'];On a whim, a greedy tycoon decides to corner the world market in wheat. This doubles the price of bread, forcing grain producers into charity lines and others further into poverty. The film contrasts the differences between the lives of those who work to grow the wheat and the life of the man who dabbles in its sale for profit.
21;/film/washerwomen-on-the-river/;191598;Washerwomen on the River;1.167;5.3;1897-10-26;1;France;fr;0;0;['Documentary'];['Auguste Lumière', 'Louis Lumière'];[2, 2];[];[];[];[];Women wash clothes in a washhouse on the edge of a river.
19;/film/judex/;56801;Judex;1.298;6.9;1916-12-16;384;France;fr;0;0;['Adventure', 'Drama', 'Mystery', 'Thriller', 'Crime'];['Louis Feuillade'];[2];['René Cresté', 'Musidora', 'René Poyen', 'Édouard Mathé', 'Gaston Michel', 'Yvonne Dario', 'Yvette Andréyor', 'Juliette Clarens', 'Jean Devalde', 'Georges Flateau', 'Louis Leubas', 'Marcel Lévesque', 'Olinda Mano'];[];[];['Léon Klausse', 'André Glatti'];When an unscrupulous banker ruins his family, a young man swears to bring him to justice, so he adopts a new identity, the mysterious Judex, and ominously disguised and sunk into the muddy path of vengeance, punishes the crooks and protects the innocents. (Originally a twelve-part epic serial.)
18;/film/the-birth-of-a-flower/;193977;The Birth of a Flower;0.644;6.8;1910-11-11;6;United Kingdom;en;0;0;['Documentary'];['F. Percy Smith'];[2];[];[];[];['F. Percy Smith'];"""Percy Smith (1880-1944) was world famous as a photographer of plant life. Probably the first British example of time-lapse photography as applied to the growth of plants."" Monthly Film Bulletin, November 1955."
18;/film/the-good-bad-man/;270509;The Good Bad Man;1.106;6.2;1916-04-21;50;United States of America;en;0;0;['Western'];['Allan Dwan'];[2];['Douglas Fairbanks', 'Sam De Grasse', 'Pomeroy Cannon', 'Joseph Singleton', 'Bessie Love', 'Mary Alden', 'George Beranger', 'Fred Burns', 'Jim Mason', 'Charles Stevens'];[];[];['Victor Fleming'];"An outlaw calling himself Passin' Through halts his ""evil"" ways long enough to help out some children in difficulty."
17;/film/a-dogs-life/;36208;A Dog's Life;8.585;7.395;1918-04-14;34;United States of America;en;0;0;['Comedy', 'Drama'];['Charlie Chaplin'];[2];['Charlie Chaplin', 'Edna Purviance', 'Syd Chaplin', 'Bud Jamison', 'Dave Anderson', 'Minnie Chaplin', 'Bert Appling', 'Ted Edwards', 'Louis Fitzroy', 'Charles Force', 'M.J. McCarthy', 'Henry Bergman', 'Albert Austin', 'Alva D. Blake', 'Jack Duffy', 'J. Parks Jones', 'Bruce Randall', 'Fred Starr', 'Loyal Underwood', 'Rob Wagner', 'William White', 'Margaret Cullington', 'Fay Holderness', 'Janet Sully', 'James T. Kelley', 'Granville Redmond', 'Charles Reisner', 'Tom Wilson'];[];['Charlie Chaplin'];['Roland Totheroh'];The Tramp and his dog companion struggle to survive in the inner city.
16;/film/the-oyster-princess/;48591;The Oyster Princess;4.2;6.8;1919-06-26;60;Germany;de;0;0;['Comedy'];['Ernst Lubitsch'];[2];['Victor Janson', 'Ossi Oswalda', 'Harry Liedtke', 'Julius Falkenstein', 'Max Kronert', 'Curt Bois', 'Hans Junkermann', 'Albert Paulig'];[];[];['Theodor Sparkuhl'];A pampered American oyster tycoon decides to buy a husband for his daughter, but things don’t go quite as planned. Along the way there are mishaps, misunderstandings and a foxtrot sequence that must be seen to be believed.
16;/film/a-trip-to-the-moon/;775;A Trip to the Moon;17.357;7.955;1902-04-17;15;France;fr;5985;0;['Adventure', 'Science Fiction'];['Georges Méliès'];[2];"['Georges Méliès', 'Bleuette Bernon', 'Victor André', 'Henri Delannoy', 'Brunnet', 'Depierre', 'Farjaut', 'Kelm', 'François Lallement', ""Jehanne d'Alcy"", 'Jules-Eugène Legris']";['Georges Méliès'];['Georges Méliès'];['Lucien Tainguy', 'Théophile Michault'];Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.
16;/film/the-dying-swan/;95242;The Dying Swan;2.757;6.641;1917-01-17;49;Russia;ru;0;0;['Drama'];['Yevgeni Bauer'];[2];['Vera Karalli', 'Aleksandr Kheruvimov', 'Vitold Polonsky', 'Andrey Gromov', 'Ivane Perestiani'];[];[];['Boris Zavelev'];When Viktor meets Gizella one day beside the lake, he takes an interest in her and begins to call on her regularly. The one passion in the life of Gizella, who is unable to speak, is dancing. When Viktor deceives her and she finds him with another woman, she moves away and begins a career as a ballerina. Later, as she is on tour performing “The Dying Swan”, the artist Glinskiy attends her performance. Glinskiy, whose own obsession is to depict death in his art, becomes fascinated by Gizella, and he is determined to use her as a model for a special project.
16;/film/workers-leaving-the-lumiere-factory/;774;Workers Leaving the Lumière Factory;7.502000000000002;6.7;1895-03-22;1;France;fr;0;0;['Documentary'];['Louis Lumière'];[2];[];[];[];['Louis Lumière'];Working men and women leave through the main gate of the Lumière factory in Lyon, France. Filmed on 22 March 1895, it is often referred to as the first real motion picture ever made, although Louis Le Prince's 1888 Roundhay Garden Scene pre-dated it by seven years.  Three separate versions of this film exist, which differ from one another in numerous ways. The first version features a carriage drawn by one horse, while in the second version the carriage is drawn by two horses, and there is no carriage at all in the third version. The clothing style is also different between the three versions, demonstrating the different seasons in which each was filmed. This film was made in the 35 mm format with an aspect ratio of 1.33:1, and at a speed of 16 frames per second. At that rate, the 17 meters of film length provided a duration of 46 seconds, holding a total of 800 frames.
16;/film/germinal-1913/;229796;Germinal;0.6;5.2;1913-10-03;150;France;fr;0;0;['Drama'];['Albert Capellani'];[2];['Mévisto', 'Jean Jacquinet', 'Henry Krauss', 'Sylvie', 'Paul Escoffier', 'Dharsay', 'Léon Bernard', 'Albert Bras', 'Paul Capellani', 'Jeanne Cheirel', 'Cécile Guyon', 'Marc Gérard'];[];[];[];Based on Emile Zola's novel, an uncompromisingly harsh and realistic story of a coalminers' strike in northern France in the 1860s.
15;/film/enoch-arden-1911/;483341;Enoch Arden;1.48;5.8;1911-06-15;33;United States of America;en;0;0;['Drama'];['D.W. Griffith'];[2];['Wilfred Lucas', 'Linda Arvidson', 'Francis J. Grandon', 'George Nichols', 'Edward Dillon', 'Joseph Graybill', 'Alfred Paget', 'Grace Henderson', 'Jeanie Macpherson', 'Blanche Sweet', 'Robert Harron', 'Florence La Badie', 'Edward Dillon', 'Grace Henderson', 'Jeanie Macpherson'];[];[];['Billy Bitzer'];"Moving Picture World described the film: ""There is a small need to describe this subject as the poem of Lord Tennyson is so well known, so suffice it to say that this Biograph subject is an unusually faithful portrayal of that beautiful romance of Enoch Arden, Annie Lee and Philip Ray, taken in scenes of rare beauty""."
14;/film/the-immigrant/;47653;The Immigrant;8.816;7.3439999999999985;1917-06-17;24;United States of America;en;0;0;['Comedy'];['Charlie Chaplin'];[2];['Charlie Chaplin', 'Edna Purviance', 'Eric Campbell', 'Albert Austin', 'Henry Bergman', 'Tom Wilson', 'Tom Harrington', 'John Rand', 'Kitty Bradbury', 'Janet Sully', 'Loyal Underwood', 'James T. Kelley', 'Frank J. Coleman', 'William Gillespie'];['Charlie Chaplin', 'Vincent Bryan', 'Maverick Terrell'];['Charlie Chaplin'];"['Roland Totheroh', 'William C. Foster', ""George C. 'Duke' Zalibra""]";An European immigrant endures a challenging voyage only to get into trouble as soon as he arrives in New York.
14;/film/blind-husbands/;70806;Blind Husbands;4.311;6.2;1919-10-21;89;United States of America;en;42000;0;['Romance', 'Drama'];['Erich von Stroheim'];[2];['Erich von Stroheim', 'Gibson Gowland', 'Sam De Grasse', 'Francelia Billington', 'Fay Holderness', 'Ruby Kendrick', 'Valerie Germonprez', 'Jack Perrin', 'Richard Cummings', 'Louis Fitzroy', 'William De Vaull', 'Jack Mathis', 'Percy Challenger'];['Erich von Stroheim'];['Erich von Stroheim', 'Viola Lawrence', 'Grant Whytock', 'Frank Lawrence', 'Eleanor Fried'];['Ben F. Reynolds'];An Austrian military officer and rogue attempts to seduce the wife of a surgeon. The two men confront each other in a test of abilities that ends surprisingly.
14;/film/fantomas/;319287;Fantômas;3.168;6.9;1913-05-09;339;France;fr;0;0;['Drama', 'Thriller'];['Louis Feuillade'];[2];['René Navarre', 'Edmund Breon', 'Georges Melchior', 'Renée Carl', 'Fabienne Fabrèges', 'Armand Dutertre', 'André Luguet', 'Yvette Andréyor', 'Suzanne Le Bret', 'Marie Dorly', 'Mesnery', 'Germaine Pelisse', 'Naudier', 'Jane Faber', 'Jean-François Martial', 'Laurent Morléas', 'Luitz-Morat', 'André Volbert', 'Maillard'];['Louis Feuillade'];['Georges Guérin'];['Georges Guérin'];A French silent film serial which follows the exploits of the archvillain Fantômas, who commits crimes while eluding Inspector Juve's tireless persecution.
14;/film/anniversary-of-the-revolution/;384814;Anniversary of the Revolution;1.123;6.9289999999999985;1918-11-07;122;Soviet Union;ru;0;0;['Documentary', 'History'];['Dziga Vertov'];[2];['Vladimir Purishkevich', 'Alexander Kerensky', 'Mikhail Rodzianko', 'Alexander Guchkov', 'Nikolai V. Nekrasov', 'Mikhail Stakhovich', 'Ivan N. Efremov', 'G. A. Yakubovich', 'Andrei Manuilov', 'Nikolai Chkheidze', 'Fyodor Dan', 'Ivan Gvozdev', 'Georgi Plekhanov', 'Irakli Tsereteli', 'Alexei Brusilov', 'Alexander Kolchak', 'Nikolai Avksentiev', 'Alexander Zarudny', 'Alexei Nikitin', 'Piotr Yurenev', 'Catherine Breshkovsky', 'Nikolai Kishkin', 'Fyodor Kokoshkin', 'Anton Kartashev', 'Leon Trotsky', 'Anatoli Lunacharsky', 'Alexandra Kollontai', 'Pavel Dybenko', 'Vladimir Lenin', 'Vladimir Bonch-Bruyevich', 'Yakov Sverdlov', 'Jukums Vācietis', 'Mikhail N. Pokrovsky', 'Georgi Chicherin', 'Lev M. Karakhan', 'Yuri Steklov', 'Karl Radek', 'Semen Sereda', 'Pēteris Stučka', 'Alexander Tsiurupa', 'Alexei Rykov', 'Vadim Podbelsky', 'Alexander Shliapnikov', 'Lev Kamenev', 'Christian Rakovsky', 'Leonid Krasin', 'Lev Sosnovsky', 'Alexander Schlichter', 'Prosh Proshian', 'Dmitri Shmidt', 'Demyan Bedny', 'Mikhail Tomsky', 'Apollon Karelin', 'Ephraim Sklyansky', 'Nikolai Podvoisky', 'Nikolai Rattel', 'Nikolai Muralov', 'Sergei Zakharov', 'Vasily Chapayev'];[];[];[];A chronicle of the Russian Revolution of 1917, from the bourgeois democratic February Revolution to the great socialist October Revolution and the final triumph.
14;/film/ingeborg-holm/;147622;Ingeborg Holm;2.6210000000000004;6.688;1913-10-27;73;Sweden;sv;0;0;['Drama'];['Victor Sjöström'];[2];['Hilda Borgström', 'Georg Grönroos', 'William Larsson', 'Aron Lindgren', 'Erik Lindholm', 'Richard Lund', 'Hugo Björne', 'Bertil Malmstedt', 'Thure Holm', 'Hugo Tranberg', 'Axel Janse', 'Robert Johnson', 'Ruth Weijden', 'Nils Lundell', 'Jenny Tschernichin-Larsson', 'Erland Colliander', 'Tyra Leijman-Uppström', 'Albert Ståhl'];[];[];['Henrik Jaenzon'];After Ingeborg Holm's husband becomes sick and dies, the family's small grocery store fails, Ingeborg becomes bankrupt, and she is forced to move to the workhouse. Her three children go to foster homes. Ingeborg simply must see them again.
13;/film/the-birth-of-a-nation/;618;The Birth of a Nation;13.644;6.067;1915-02-08;193;United States of America;en;100000;11000000;['Drama', 'History', 'War'];['D.W. Griffith'];[2];['Lillian Gish', 'Mae Marsh', 'Henry B. Walthall', 'Miriam Cooper', 'Mary Alden', 'Ralph Lewis', 'George Siegmann', 'Walter Long', 'Wallace Reid', 'Joseph Henabery', 'Elmer Clifton', 'Josephine Crowell', 'Spottiswoode Aitken', 'George Beranger', 'Maxfield Stanley', 'Jennie Lee', 'Donald Crisp', 'Howard Gaye', 'Sam De Grasse', 'William De Vaull', 'Willam Freeman', 'Tom Wilson', 'Fred Burns', 'Allan Sears', 'Elmo Lincoln', 'Madame Sul-Te-Wan', 'Raoul Walsh', 'Robert Harron', 'Monte Blue', 'Harry Braham', 'Bob Burns', 'Edmund Burns', 'Edward Burns', 'Peggy Cartwright', 'Dark Cloud', 'Leonore Cooper', 'Charles Eagle Eye', 'John Ford', 'Olga Grey', 'Alberta Lee', 'Betty Marsh', 'Donna Montran', 'Eugene Pallette', 'Alma Rubens', 'Charles Stevens', 'Jules White', 'Violet Wilkey', 'David Butler'];['Frank E. Woods'];['Joseph Henabery', 'James Smith', 'Rose Smith', 'Raoul Walsh', 'D.W. Griffith'];['Joseph Carl Breil', 'Billy Bitzer'];Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.
13;/film/true-heart-susie/;36106;True Heart Susie;3.049;7.0;1919-06-01;87;United States of America;en;0;0;['Drama', 'Romance'];['D.W. Griffith'];[2];"['Lillian Gish', 'Robert Harron', 'Wilbur Higby', ""Loyola O'Connor"", 'George Fawcett', 'Clarine Seymour', 'Kate Bruce', 'Carol Dempster', 'Raymond Cannon', 'Louise Emmons']";[];['James Smith'];['Billy Bitzer'];Susie secretly loves her neighbor, William Jenkins, but neither, it seems, can confess their feelings for each other.
12;/film/the-doll/;48256;The Doll;3.455;7.3;1919-12-05;66;Germany;de;0;0;['Comedy', 'Fantasy'];['Ernst Lubitsch'];[2];['Ossi Oswalda', 'Hermann Thimig', 'Victor Janson', 'Josefine Dora', 'Marga Köhler', 'Max Kronert', 'Gerhard Ritterband', 'Jakob Tiedtke', 'Paul Morgan', 'Josefine Dora'];[];[];['Theodor Sparkuhl', 'Kurt Waschneck'];The misadventures of an effete young man who must get married in order to inherit a fortune. He opts to purchase a remarkably lifelike doll and marry it instead, not realizing that the doll is actually the puppet-maker’s flesh-and-blood daughter in disguise.
12;/film/satans-rhapsody/;135551;Satan's Rhapsody;3.39;6.364;1917-07-31;44;Italy;it;0;0;['Mystery', 'Drama', 'Fantasy', 'Horror', 'Romance'];['Nino Oxilia'];[2];['Lyda Borelli', 'Andrea Habay', 'Ugo Bazzini', 'Giovanni Cini', 'Alberto Nepoti', 'Giulio Bazzini', 'Giulio Bazzini'];['Alberto Fassini'];[];['Giorgio Ricci'];A Faustian tale about an old woman who makes a pact with Mephisto to regain her youth, but in return she must stay away from love. After making the deal, she meets two brothers who fall in love with her.
12;/film/straight-shooting/;157903;Straight Shooting;1.55;5.8;1917-08-27;62;United States of America;en;0;0;['Western'];['John Ford'];[2];['Harry Carey', 'Duke R. Lee', 'George Berrell', 'Molly Malone', 'Ted Brooks', 'Hoot Gibson', 'Milton Brown', 'Vester Pegg'];[];[];['George Scott'];Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.
12;/film/the-half-breed/;200324;The Half-Breed;0.743;5.5;1916-07-30;72;United States of America;en;0;0;['Western'];['Allan Dwan'];[2];['Douglas Fairbanks', 'Alma Rubens', 'Sam De Grasse', 'Tom Wilson', 'Frank Brownlee', 'Jewel Carmen', 'George Beranger', 'Elmo Lincoln'];[];[];[];In an attempt to brand himself as a serious actor, the smiling swashbuckler Douglas Fairbanks starred in THE HALF-BREED (1916), a Western melodrama written by Anita Loos and directed with flair by Allan Dwan. Fairbanks stars as Lo Dorman, who has been ostracized from society because of this mixed ethnicity - his Native American mother was abandoned by his white father. When Lo catches the eye of the rich white debutante Nellie (Jewel Carmen), he becomes a target for the racist Sheriff Dunn (Sam De Grasse), who wants to break them up and take Nelli for his own. This love triangle becomes a quadrangle with the arrival of Teresa (Alma Rubens), who is on the run from the law. Through fire and fury Lo must decide who and what he truly loves.
12;/film/the-great-train-robbery/;5698;The Great Train Robbery;9.599;7.0420000000000025;1903-12-07;12;United States of America;en;150;0;['Crime', 'Action', 'Western'];['Edwin S. Porter'];[2];['Gilbert M. Anderson', 'John Manus Dougherty Sr.', 'Frank Hanaway', 'Adam Charles Hayman', 'Robert Milasch', 'Tom London', 'Marie Murray', 'Mary Snow', 'A.C. Abadie', 'Walter Cameron', 'Donald Gallaher', 'Shadrack E. Graham', 'George Barnes', 'Morgan Jones', 'Justus D. Barnes'];[];[];['Edwin S. Porter', 'Blair Smith'];After the train station clerk is assaulted and left bound and gagged, then the departing train and its passengers robbed, a posse goes in hot pursuit of the fleeing bandits.
