Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
17;/film/millennium-mambo/;11553;Millennium Mambo;26.79;7.0;2001-10-31;106;TW;zh;0;0;['Drama', 'Romance'];['Hou Hsiao-hsien'];[2];['Shu Qi', 'Jack Kao', 'Duan Chun-hao', 'Doze Niu Cheng-Tse', 'Jun Takeuchi', 'Yi-Hsuan Chen', 'Ko Takeuchi', 'Hsu Hui-Ni', 'Rio Peng', 'Pauline Chan'];['Chu Tien-wen'];['Liao Ching-Sung', 'Ju-kuan Hsiao'];['Mark Lee Ping-Bing'];"The youthful Vicky is torn between two men, Hao-Hao and Jack. At night she works as a PR person at a night club to support both of them. Hao-Hao keeps vigilance over her all the time, no matter she is on or off the job. He checks her charge accounts, telephone bills, mobile phone records, and even her body odor in an attempt to trace Vicky’s activities. She cannot stand him any longer; she runs away."
17;/film/goodbye-dragon-inn/;56616;Goodbye, Dragon Inn;11.792;6.7;2003-12-12;82;TW;zh;0;0;['Drama', 'Comedy'];['Tsai Ming-liang'];[2];['Lee Kang-sheng', 'Chen Shiang-Chyi', 'Kiyonobu Mitamura', 'Miao Tian', 'Shih Chun', 'Chen Chao-jung', 'Yang Kuei-Mei'];[];['Chan Sing-Cheong'];['Liao Pen-jung'];"On a dark and rainy night, a historic and regal Taipei cinema sees its final film: 1967 martial arts feature ""Dragon Inn"". As the film plays, the lives of the theater's various employees and patrons intersect, and two ghostly actors arrive to mourn the passing of an era."
16;/film/spring-in-a-small-town/;21058;Spring in a Small Town;14.356;7.093;1948-02-01;94;CN;zh;0;0;['Drama', 'Romance'];['Mu Fei'];[2];['Wei Wei', 'Yu Shi', 'Li Wei', 'Cui Chaoming', 'Zhang Hongmei'];['Li Tian-Ji'];['Xu Ming', 'Wei Shunbao'];['Li Shengwei'];A married couple living in a desolate small town in post-WWII China are paid a surprise visit by an old friend of the husband's.
16;/film/a-city-of-sadness/;49982;A City of Sadness;8.413;7.327;1989-10-21;158;TW;zh;0;0;['Drama', 'History'];['Hou Hsiao-hsien'];[2];['Tony Leung Chiu-wai', 'Hsin Shu-Fen', 'Chan Chung-Yung', 'Jack Kao', 'Tai Bo', 'Li Tian-Lu', 'Grace Chen Shu-Fang', 'Wu Nien-jen', 'Tsai Chen-Nan', 'King Shih-Chieh', 'Su-Yun Ko', 'Wou Yi Fang', 'Chi-Ying Kao', 'Ho Ai-Yun', 'Huang Chien-ru', 'Ju Lin', 'Lih-Ching Lin', 'Ching Lu', 'Ikuyo Nakamura', 'Mei Fang', 'Zhang Dachun'];[];[];['Chen Hwai-En'];"The story of a family embroiled in the ""White Terror"", mainland China's political repression that was wrought on the Taiwanese people by the Kuomintang government in the late 1940s."
16;/film/legend-of-tianyun-mountain/;131482;Legend of Tianyun Mountain;1.524;6.3;1980-12-01;126;CN;zh;0;0;['Drama'];['Xie Jin'];[2];['Wang Fuli', 'Shi Weijian', 'Shi Jianlan', 'Xinghuo Zhong', 'Hong Xuemin', 'Niu Ben', 'Ge Youyuan', 'Liu Han'];[];[];['Xu Qi'];"When Song Wei's fiancee Luo Qun is denounced as a right-wing traitor by Party official Wu Yao, he is sentenced to ten years' hard labor. Song Wei breaks off her engagement, and eventually marries Wu Yao. Years later, after the Cultural Revolution, political currents have shifted; Song Wei demands that her husband, now a powerful Party official, seek Luo Qun's rehabilitation, but Wu Yao has no desire to open up old political and emotional wounds."
15;/film/comrades-almost-a-love-story/;37185;Comrades, Almost a Love Story;12.598;7.783;1996-11-02;116;HK;cn;0;0;['Drama', 'Romance'];['Peter Ho-Sun Chan'];[2];['Leon Lai', 'Maggie Cheung', 'Kristy Yang', 'Christopher Doyle', 'Eric Tsang', 'Joe Cheung Tung-cho', 'Irene Tsu', 'Ding Yue', 'Michelle Gabriel', 'Crystal Chan', 'Jane Choi', 'Yu Ting', 'Gine Lui', 'Heather Traber', 'Len Berdick', 'Robin Gold', 'Dora Ng Lei-Lo', 'Chi Ming Woo', 'Adrian Kwan', 'Yeung Ting', 'Crystal Suen Ah-Lei', 'Pui-jing Ding', 'Baat Leung-Gam'];[];['Chan Ki-Hop', 'Eric Kwong Chi-Leung'];['Jingle Ma Choh-Sing'];Jun arrives in Hong Kong from mainland China, hoping to be able to earn enough money to marry his girlfriend back home. He meets the streetwise Qiao and they become friends. As friendship turns into love, problems develop, and although they seem meant for each other they somehow keep missing out.
15;/film/the-road-home/;12276;The Road Home;20.166;7.487;1999-10-16;89;CN;zh;0;0;['Drama', 'Romance'];['Zhang Yimou'];[2];['Zhang Ziyi', 'Zheng Hao', 'Yulian Zhao', 'Sun Honglei', 'Li Bin', 'Song Yuncheng', 'Guifa Chang', 'Wencheng Sung', 'Liu Qi', 'Ji Bo', 'Zhongxi Zhang'];['Shi Bao'];['Ru Zhai'];['Hou Yong'];Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback.
15;/film/tie-xi-qu-west-of-the-tracks/;86282;Tie Xi Qu: West of the Tracks;10.304;7.553;2002-04-26;551;CN;zh;0;0;['Documentary'];['Wang Bing'];[2];[];[];['Wang Bing', 'Adam Kerby'];['Wang Bing'];A detailed look at the gradual decline of Shenyang’s industrial Tiexi district, an area that was once a vibrant example of China’s socialist economy. But industry is changing, and the factories of Tiexi are closing. Director Wang Bing introduces us to some of the workers affected by the closures, and to their families.
15;/film/flowers-of-shanghai/;45935;Flowers of Shanghai;9.828;6.897;1998-10-01;113;TW;zh;0;0;['Drama'];['Hou Hsiao-hsien'];[2];['Tony Leung Chiu-wai', 'Michiko Hada', 'Carina Lau', 'Michelle Reis', 'Jack Kao', 'Rebecca Pan', 'Stephanie Fong Shuan', 'Annie Shizuka Inoh', 'Vicky Wei', 'Firebird Liu', 'Hsu Hui-Ni', 'Shuan Fang', 'Hsiao-Hui Wei', 'Hsu Ming', 'Josephine A. Blankstein', 'Simon Chang', 'Tony Chang', 'Yiu-Ming Lee', 'Yu-han Lin', 'Wei-kuo Chiang', 'Yu-Hang Lee', 'Tsai-erh Luo', 'Moon Wang', 'Yan Xie'];[];['Liao Ching-Sung'];['Mark Lee Ping-Bing'];At the end of the 19th century, Shanghai is divided into several foreign concessions. In the British concession, a number of luxurious “flower houses” are reserved for the male elite of the city. Since Chinese dignitaries are not allowed to frequent brothels, these establishments are the only ones that these men can visit. They form a self-contained world, with its own rites, traditions and even its own language. The men don’t only visit the houses to frequent the courtesans but also to dine, smoke opium, play mahjong and relax. The women working there are known as the “flowers of Shanghai”.
14;/film/suzhou-river/;11599;Suzhou River;15.455;7.2;2000-04-04;83;CN;zh;0;0;['Drama', 'Romance'];['Lou Ye'];[2];['Zhou Xun', 'Jia Hongsheng', 'Nai An', 'Yao Anlian', 'Zhongkai Hua', 'Zhang Ming Fang'];['Lou Ye'];['Karl Riedl'];['Wang Yu'];After getting out of prison, small-time crook Mardar stumbles upon a woman who looks exactly like his long-lost lover.
13;/film/platform/;80427;Platform;6.039;6.9;2001-08-29;155;CN;zh;0;0;['Drama'];['Jia Zhangke'];[2];['Zhao Tao', 'Wang Hongwei', 'Liang Jingdong', 'Tian Yi Yang', 'Wang Bo', 'Han Sanming'];[];['Kong Jinlei'];['Nelson Yu Lik-wai'];China's rapid changes from the late 1970s to the early 1990s, as seen through the lives of four performers in a theater troupe.
13;/film/made-in-hong-kong/;26005;Made in Hong Kong;8.268;7.5;1997-10-09;104;HK;cn;0;0;['Crime', 'Drama', 'Comedy'];['Fruit Chan'];[2];['Sam Lee', 'Neiky Yim Hui Chi', 'Wenders Li Tung-Chuen', 'Carol Lam', 'Doris Chow', 'Chan Sang', 'Wu Wai Chung', 'Chan Tat Yee', 'Amy Tam Ka Chuen', 'Kelvin Chung', 'Eric Lau'];[];['Fruit Chan'];['O Sing-Pui', 'Lam Wah-Chuen'];Hong Kong 1997, where young people dream of love and death, suicide and murder. Moon is a cynical young debt collector, smitten by Ping, a young woman dying of kidney disease. A suicide note from a student they don't know ends up intertwining their fates.
13;/film/new-women/;150314;New Women;1.387;6.4;1935-01-01;106;CN;zh;0;0;['Drama'];['Chusheng Cai'];[2];['Ruan Lingyu', 'Moqiu Wang', 'Zheng Jun-li', 'Yin Xu', 'Fang Lian-Ying', 'Zhou Qian-Yun', 'Wang Naidong', 'Yiwei Qiu', 'Hong Jing-Ling', 'Tang Tian-Xiu', 'Chen Juan-Juan', 'Lung Ling', 'Liu Qiong', 'Shang Guan-Wu', 'Y. C. Wong Kwan-Ching', 'Zhuo Mei', 'Fei Bai-Qing', 'Menghe Gu'];[];[];['Zhou Daming'];Overnight, the sexy Wei Ming will become a successful novelist. But, desperate to get the money that she needs to cure her little daughter (and harassed by a rich, unscrupulous rake), she will end up eventually engage in luxury prostitution.
13;/film/ashima/;279067;Ashima;1.357;6.7;1964-01-02;88;CN;zh;0;0;['Romance', 'Music'];['Liu Qiong'];[2];['Yang Likun', 'Bao Sier', '韩非', 'Cui Chaoming', 'Qiongying Huang', 'Liu Jie'];[];[];[];Ashima is a brave and beautiful girl of the Sani people, beloved by all. One day as she is down at the lake to fetch water, she hears the sound of a shepherd's flute coming from the hills across the lake. She replies in song.
12;/film/spring-in-autumn/;463512;Spring in Autumn;0.846;1.0;1985-01-01;122;CN;zh;0;0;[];['Bai Chen'];[2];['徐蕾', 'Lei Han', 'Ruimin Tong', 'Vivian Wu', '王薇'];[];[];[];Zhou's husband died in the Cultural Revolution. She lived arduously with her only son. Lo, a kind postman, helped her during her hardest time.
11;/film/return-to-dust-2022/;928720;Return to Dust;7.327;7.359;2022-07-08;133;CN;zh;0;0;['Drama', 'Romance'];['Li Ruijun'];[2];['Wu Renlin', 'Hai Qing', 'Yang Guangrui', 'Dengfeng Zhao', 'Cailan Wang', 'Jiangui Zeng', 'Wu Yunzhi', 'Zhanhong Ma', 'Cuilan Wang', 'Caixia Xu', 'Shengfu Li', 'Min Zhang'];[];['Li Ruijun'];['Wang Weihua'];Humble, unassuming Ma and timid Cao have been cast off by their families and forced into an arranged marriage. They have to combine their strength and build a home to survive. In the face of much adversity, an unexpected bond begins to blossom, as both Ma and Cao, uniting with Earth's cycles, create a haven for themselves in which they can thrive.
11;/film/hard-boiled/;11782;Hard Boiled;25.586;7.5;1992-04-16;126;HK;cn;4500000;0;['Action', 'Thriller', 'Crime'];['John Woo'];[2];['Chow Yun-fat', 'Tony Leung Chiu-wai', 'Anthony Wong Chau-Sang', 'Teresa Mo', 'Philip Chan', 'Phillip Chung-Fung Kwok', 'Kwan Hoi-San', 'Stephen Tung Wai', 'Bowie Lam', 'Bobby Au-Yeung', 'Lau Kong', 'John Woo', 'Keith Ng Shui-Ting', 'Michael Dinga', 'Perrie Lai Hoi-San', 'Kenny Wong Tak-Ban', 'Lo Meng', 'Lam Kai-Wing', 'Jun Kunimura', 'Lee Yiu-King', 'Benny Lam', 'Wai-Sun Lam', 'Gilbert Lam Wai-San', 'Jameson Lam Wa-Fan', 'Jack Wong Wai-Leung', 'Paco Yick Tin-Hung', 'Benny Lam', 'Jacky Cheung Chun-Hung'];['Barry Wong', 'Gordon Chan'];['Ah-Chik', 'John Woo', 'Hai Kit-Wai', 'David Wu'];['Horace Wong Wing-Hang'];A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.
11;/film/long-days-journey-into-night-2018/;486898;Long Day's Journey into Night;23.538;7.0;2018-12-31;138;CN;zh;13000000;0;['Drama', 'Mystery'];['Bi Gan'];[2];['Tang Wei', 'Huang Jue', 'Sylvia Chang', 'Lee Hong Chi', 'Chen Yongzhong', 'Chloe Maayan', 'Duan Chun-hao', 'Bi Yanmin', 'Feiyang Luo', 'Lixun Xie', 'Qi Xi', 'Ming Dao', 'Long Zezhi'];['Bi Gan'];['Qin Yanan'];['Yao Hung-I', 'David Chizallet', 'Dong Jinsong'];Luo Hongwu returns to Kaili, the hometown from which he fled many years ago. He begins the search for the woman he loved and whom he has never been able to forget.
11;/film/terrorizers/;78450;Terrorizers;9.796;7.3;1986-12-19;109;TW;zh;0;0;['Drama', 'Crime'];['Edward Yang'];[2];['Cora Miao', 'Lee Lichun', 'King Shih-Chieh', 'Pao-Ming Ku', 'Ming Liu', 'Wang An', 'Shaojun Ma', 'Yu An-Shun', 'Chia-ching Huang', 'Shanqun Hong', 'Zhiwen Xiao', 'Chonghua Ni', 'Ming-Yang Shih', 'Feng Kang Chu', 'Te-Ming Lu'];[];['Liao Ching-Sung'];['Chang Chan'];An uncompromising look into urban life from the eyes of a voyeuristic photographer, a rebellious teenager, and a married couple teetering on the edge of adultery.
11;/film/the-big-road/;151243;The Big Road;3.511;6.2;1935-01-01;104;CN;zh;0;0;['Comedy', 'Drama', 'Music', 'War'];['Sun Yu'];[2];['Jin Yan', 'Chen Yan-yan', 'Li Lili', 'Peng Luo', 'Zheng Jun-li', 'Han Lan-Gen', 'Jiqun Liu', 'Zhang Yi', 'Zhang Zhizhi', 'Liu Qiong', 'Shang Guan-Wu', 'Jingling Hong'];[];[];['Yiwei Qiu', 'Weilie Hong'];Six young men from the city take jobs building roads for the Chinese Army
10;/film/green-snake/;39915;Green Snake;9.272;7.067;1993-11-04;99;HK;cn;0;0;['Action', 'Fantasy', 'Romance'];['Tsui Hark'];[2];['Joey Wong', 'Maggie Cheung', 'Vincent Zhao Wenzhuo', 'Wu Hsing-Guo', 'Ma Jingwu', 'Tien Feng', 'Chan Tung-Mui', 'Lau Kong', 'Shun Lau', 'Nagma', 'Lun Ga-Chun', 'Paco Yick Tin-Hung', 'Wong Tak-Yan'];['Lilian Lee', 'Tsui Hark'];['Ah-Chik'];['Ko Chiu-Lam'];A mischievous snake who assumes human form interferes with the romance between her reptilian sister and a hapless man.
